date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:12:54	111106/111106	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:4b3d2315ae8cca3d05925f1b4ca9c11d	https://ap-cogen.myshopify.com/blogs/blog-left-sidebar/contact@yourcompany.com	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/blog-left-sidebar/contact@yourcompany.com	(from https://ap-cogen.myshopify.com/blogs/blog-left-sidebar/morbi-odio-sodales-condimentum-molestie-condimentum-molestie-nam-enim)
11:12:56	111076/111076	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:04884cb205f053fb2b73843415722c20	https://ap-cogen.myshopify.com/blogs/blog-right-sidebar/ap-cogen.myshopify.com	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/blog-right-sidebar/ap-cogen.myshopify.com	(from https://ap-cogen.myshopify.com/blogs/blog-right-sidebar/at-risus-pretium-urna-tortor-metus-fringilla-interdum-mauris-tempor-congue)
11:12:57	111106/111106	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:4b3d2315ae8cca3d05925f1b4ca9c11d	https://ap-cogen.myshopify.com/blogs/blog-right-sidebar/contact@yourcompany.com	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/blog-right-sidebar/contact@yourcompany.com	(from https://ap-cogen.myshopify.com/blogs/blog-right-sidebar/at-risus-pretium-urna-tortor-metus-fringilla-interdum-mauris-tempor-congue)
11:12:59	113/113	---MC-	303	error ('See%20Other')	text/html	date:Mon,%2018%20Feb%202019%2009:17:11%20GMT	https://ap-cogen.myshopify.com/admin/pages	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/admin/pages	(from https://ap-cogen.myshopify.com/pages/about-us)
11:12:59	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%2259fb699e-60a%22	https://ap-cogen.myshopify.com/admin/auth/login	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/admin/auth/login	(from https://ap-cogen.myshopify.com/pages/about-us)
11:13:00	602/602	---M-Z	200	added ('OK')	text/css	date:Tue,%2024%20May%202016%2018:56:14%20GMT	http://cdn.shopify.com/s/global/search.css?1cbff88b1de107f4148d43ab58a93aa9679b6b2d	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/global/search2ea1.css	(from https://ap-cogen.myshopify.com/search)
11:13:01	8857/8857	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:15%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/banner_contact.jpg?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/banner_contactb457.jpg	(from https://ap-cogen.myshopify.com/pages/contact-us)
11:13:03	166675/166675	---MCZ	200	added ('OK')	text/html	etag:cacheable:48e8997b007857d105c34243d0cd78ff	https://ap-cogen.myshopify.com/products/sony-bravia-w-series	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/sony-bravia-w-series.html	(from https://ap-cogen.myshopify.com/pages/faq)
11:13:04	167343/167343	---MCZ	200	added ('OK')	text/html	etag:cacheable:c39fc03439c1b5c7f97cd9c368f37c6a	https://ap-cogen.myshopify.com/products/lg-lfd850-ipod-cradle	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/lg-lfd850-ipod-cradle.html	(from https://ap-cogen.myshopify.com/pages/faq)
11:13:05	5349/5349	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:17%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/pf2-min_fa0da60c-acea-4d8a-8d43-a85147b4d3b7_large.jpg?v=1472008260	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf2-min_fa0da60c-acea-4d8a-8d43-a85147b4d3b7_large5c9e.jpg	(from https://ap-cogen.myshopify.com/pages/faq)
11:13:05	4970/4970	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:18%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi05_akihiro_yoshida-min_large.jpg?v=1472008305	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi05_akihiro_yoshida-min_large576a.jpg	(from https://ap-cogen.myshopify.com/pages/faq)
11:13:06	6120/6120	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:20%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_502e4abe-db02-4be0-86cf-8d5c946996cc_large.jpg?v=1472008265	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_502e4abe-db02-4be0-86cf-8d5c946996cc_large5daf.jpg	(from https://ap-cogen.myshopify.com/pages/faq)
11:13:07	4970/4970	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:20%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi05_akihiro_yoshida-min_5578654f-629b-43ab-b764-523712d0ccf6_large.jpg?v=1472008309	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi05_akihiro_yoshida-min_5578654f-629b-43ab-b764-523712d0ccf6_large5e84.jpg	(from https://ap-cogen.myshopify.com/pages/faq)
11:13:07	6210/6210	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2019%20Aug%202016%2008:43:28%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/instafeed.min.js?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/instafeed.minb457.js	(from https://ap-cogen.myshopify.com/pages/faq)
11:13:08	3182/3182	---M-Z	200	added ('OK')	application/x-javascript	etag:%2230439c22a99d39e202a6c8b05fba169d%22	http://connect.facebook.net/en_US/sdk.js	C:/Users/m.nageh/Desktop/Lamp/l/connect.facebook.net/en_US/sdk.js	(from https://ap-cogen.myshopify.com/pages/shortcode)
11:13:09	14544/14544	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Jan%202019%2003:07:26%20GMT	http://cdn.shopify.com/s/files/1/0740/5717/products/11_large.jpeg?v=1425525113	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/0740/5717/products/11_large30d8.jpg	(from https://ap-cogen.myshopify.com/pages/shortcode)
11:13:09	12043/12043	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:23%20GMT	http://cdn.shopify.com/s/files/1/0740/5717/products/42_d3f99124-d8ca-4dd5-b6d2-d74b3feb31b1_large.jpeg?v=1425525113	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/0740/5717/products/42_d3f99124-d8ca-4dd5-b6d2-d74b3feb31b1_large30d8.jpg	(from https://ap-cogen.myshopify.com/pages/shortcode)
11:13:11	18219/18219	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:24%20GMT	http://cdn.shopify.com/s/files/1/0740/5717/products/21_1b737bd3-c656-43be-8e96-6a8aeaaaf19b_large.jpeg?v=1425525113	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/0740/5717/products/21_1b737bd3-c656-43be-8e96-6a8aeaaaf19b_large30d8.jpg	(from https://ap-cogen.myshopify.com/pages/shortcode)
11:13:14	8482/8482	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:27%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_grande.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_grandee8e5.jpg	(from https://ap-cogen.myshopify.com/products/aenean-consequat-sagittis)
11:13:16	7222/7222	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:29%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/pf2-min_grande.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf2-min_grandee8e5.jpg	(from https://ap-cogen.myshopify.com/products/aenean-consequat-sagittis)
11:13:17	43488/43488	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:25%20GMT	http://cdn.shopify.com/s/files/1/0766/6813/t/2/assets/slideshow_image_2.jpg	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/0766/6813/t/2/assets/slideshow_image_2.jpg	(from https://ap-cogen.myshopify.com/pages/shortcode)
11:13:17	7199/7199	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:30%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/pf3-min_grande.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf3-min_grandee8e5.jpg	(from https://ap-cogen.myshopify.com/products/aenean-consequat-sagittis)
11:13:18	2584/2584	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:32%20GMT	https://cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_medium.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_mediume8e5.jpg	(from https://ap-cogen.myshopify.com/products/aenean-consequat-sagittis)
11:13:22	111164/111164	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Jan%202019%2007:13:40%20GMT	http://cdn.shopify.com/s/files/1/0766/6813/t/2/assets/slideshow_image_1.jpg	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/0766/6813/t/2/assets/slideshow_image_1.jpg	(from https://ap-cogen.myshopify.com/pages/shortcode)
11:13:26	208250/208250	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:25%20GMT	http://cdn.shopify.com/s/files/1/0766/6813/t/2/assets/slideshow_image_3.jpg	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/0766/6813/t/2/assets/slideshow_image_3.jpg	(from https://ap-cogen.myshopify.com/pages/shortcode)
11:13:28	1016/1016	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:cbabc41f930b2528970ccae30031bbef	https://ap-cogen.myshopify.com/products/aenean-consequat-sagittis.oembed	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/aenean-consequat-sagittis.oembed	(from https://ap-cogen.myshopify.com/products/aenean-consequat-sagittis)
11:13:29	1539/1539	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:43%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_compact.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_compacte8e5.jpg	(from https://ap-cogen.myshopify.com/products/aenean-consequat-sagittis)
11:13:30	1455/1455	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:44%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/pf2-min_compact.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf2-min_compacte8e5.jpg	(from https://ap-cogen.myshopify.com/products/aenean-consequat-sagittis)
11:13:32	8855/8855	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:45%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/pf3-min_1024x1024.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf3-min_1024x1024e8e5.jpg	(from https://ap-cogen.myshopify.com/products/aenean-consequat-sagittis)
11:13:33	1304/1304	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:47%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/pf3-min_compact.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf3-min_compacte8e5.jpg	(from https://ap-cogen.myshopify.com/products/aenean-consequat-sagittis)
11:13:35	11605/11605	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:49%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/50eb8f24983235-min_grande.jpg?v=1472007805	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/50eb8f24983235-min_grandea2a6.jpg	(from https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo)
11:13:35	741/741	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2018%20Feb%202019%2009:17:49%20GMT	http://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/aenean-consequat-sagittis&media=//cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_large.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/pinterest.com/pin/create/button/index7bbb.html	(from https://ap-cogen.myshopify.com/products/aenean-consequat-sagittis)
11:13:36	9094/9094	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:50%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/563425e6c44c9-min_grande.jpg?v=1472007831	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/563425e6c44c9-min_grandefe7a.jpg	(from https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo)
11:13:37	34203/34203	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:50%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp05_akihiro_yoshida-min_grande.jpg?v=1472007856	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp05_akihiro_yoshida-min_grandec348.jpg	(from https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo)
11:13:38	3253/3253	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:52%20GMT	https://cdn.shopify.com/s/files/1/1413/8964/products/50eb8f24983235-min_medium.jpg?v=1472007805	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/50eb8f24983235-min_mediuma2a6.jpg	(from https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo)
11:13:40	16057/16057	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:54%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/50eb8f24983235-min_1024x1024.jpg?v=1472007805	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/50eb8f24983235-min_1024x1024a2a6.jpg	(from https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo)
11:13:40	1167/1167	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:d32cfe7dfb24f2cbcfe27b55ac9ec553	https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo.oembed	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo.oembed	(from https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo)
11:13:41	1932/1932	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:54%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/50eb8f24983235-min_compact.jpg?v=1472007805	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/50eb8f24983235-min_compacta2a6.jpg	(from https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo)
11:13:41	12008/12008	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:55%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/563425e6c44c9-min_1024x1024.jpg?v=1472007831	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/563425e6c44c9-min_1024x1024fe7a.jpg	(from https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo)
11:13:42	1518/1518	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:56%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/563425e6c44c9-min_compact.jpg?v=1472007831	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/563425e6c44c9-min_compactfe7a.jpg	(from https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo)
11:13:45	40554/40554	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:56%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp05_akihiro_yoshida-min_1024x1024.jpg?v=1472007856	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp05_akihiro_yoshida-min_1024x1024c348.jpg	(from https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo)
11:13:45	5396/5396	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:57%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp05_akihiro_yoshida-min_compact.jpg?v=1472007856	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp05_akihiro_yoshida-min_compactc348.jpg	(from https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo)
11:13:45	816/816	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2018%20Feb%202019%2009:17:59%20GMT	http://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo&media=//cdn.shopify.com/s/files/1/1413/8964/products/50eb8f24983235-min_large.jpg?v=1472007805	C:/Users/m.nageh/Desktop/Lamp/l/pinterest.com/pin/create/button/index9a3d.html	(from https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo)
11:13:47	33632/33632	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:17:59%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_grande.jpg?v=1472007811	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_grandedf2f.jpg	(from https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia)
11:13:48	8336/8336	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:01%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/1310038875-67422900-min_grande.jpg?v=1472007834	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/1310038875-67422900-min_grandeba67.jpg	(from https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia)
11:13:49	6981/6981	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:02%20GMT	https://cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_medium.jpg?v=1472007811	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_mediumdf2f.jpg	(from https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia)
11:13:49	37398/37398	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:01%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp06_akihiro_yoshida-min_grande.jpg?v=1472007859	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp06_akihiro_yoshida-min_grande20b3.jpg	(from https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia)
11:13:50	1269/1269	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:18ddb248b47777618821dd1e115f7c24	https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia.oembed	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/consequat-sagittis-lacinia.oembed	(from https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia)
11:13:51	3420/3420	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:05%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_compact.jpg?v=1472007811	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_compactdf2f.jpg	(from https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia)
11:13:52	43430/43430	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:04%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_1024x1024.jpg?v=1472007811	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_1024x1024df2f.jpg	(from https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia)
11:13:52	10541/10541	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:06%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/1310038875-67422900-min_1024x1024.jpg?v=1472007834	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/1310038875-67422900-min_1024x1024ba67.jpg	(from https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia)
11:13:52	1442/1442	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:06%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/1310038875-67422900-min_compact.jpg?v=1472007834	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/1310038875-67422900-min_compactba67.jpg	(from https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia)
11:13:54	4141/4141	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:07%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp06_akihiro_yoshida-min_compact.jpg?v=1472007859	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp06_akihiro_yoshida-min_compact20b3.jpg	(from https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia)
11:13:54	43038/43038	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:06%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp06_akihiro_yoshida-min_1024x1024.jpg?v=1472007859	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp06_akihiro_yoshida-min_1024x102420b3.jpg	(from https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia)
11:13:54	777/777	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2018%20Feb%202019%2009:18:08%20GMT	http://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/consequat-sagittis-lacinia&media=//cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_large.jpg?v=1472007811	C:/Users/m.nageh/Desktop/Lamp/l/pinterest.com/pin/create/button/index81f4.html	(from https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia)
11:13:57	11294/11294	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:09%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_grande.jpg?v=1472007837	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_grande4091.jpg	(from https://ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter)
11:13:57	5174/5174	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:10%20GMT	https://cdn.shopify.com/s/files/1/1413/8964/products/56295b52b351f-min_medium.jpg?v=1472007813	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/56295b52b351f-min_mediumc887.jpg	(from https://ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter)
11:13:57	35110/35110	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:08%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/56295b52b351f-min_grande.jpg?v=1472007813	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/56295b52b351f-min_grandec887.jpg	(from https://ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter)
11:13:57	11707/11707	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:10%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp07_akihiro_yoshida-min_grande.jpg?v=1472007868	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp07_akihiro_yoshida-min_grandeaaf5.jpg	(from https://ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter)
11:13:59	1278/1278	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:bf6f0fc02720dfa5649e9a045693d2d4	https://ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter.oembed	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter.oembed	(from https://ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter)
11:14:01	1743/1743	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:13%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/56295b52b351f-min_compact.jpg?v=1472007813	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/56295b52b351f-min_compactc887.jpg	(from https://ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter)
11:14:01	45227/45227	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:13%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/56295b52b351f-min_1024x1024.jpg?v=1472007813	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/56295b52b351f-min_1024x1024c887.jpg	(from https://ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter)
11:14:01	14111/14111	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:18:14%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_1024x1024.jpg?v=1472007837	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_1024x10244091.jpg	(from https://ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter)
